,a,grammatical,b
374,James sprinkled the paper with perfume.,1,James sprinkled perfume onto the paper.
375,Christopher sprinkled the painting with perfume.,1,Christopher sprinkled perfume onto the painting.
376,James sprinkled the letterthe cloth with perfume.,1,James sprinkled perfume onto the letterthe cloth.
377,James sprinkled the paper with alcohol.,1,James sprinkled alcohol onto the paper.
378,Rebecca sprinkled the painting with alcohol.,1,Rebecca sprinkled alcohol onto the painting.
379,David sprinkled the letterthe cloth with alcohol.,1,David sprinkled alcohol onto the letterthe cloth.
380,David sprinkled the paper with fire retardant.,1,David sprinkled fire retardant onto the paper.
381,David sprinkled the painting with fire retardant.,1,David sprinkled fire retardant onto the painting.
382,David sprinkled the letterthe cloth with fire retardant.,1,David sprinkled fire retardant onto the letterthe cloth.
383,James sprinkled the paper with cleanser.,1,James sprinkled cleanser onto the paper.
384,Jason sprinkled the painting with cleanser.,1,Jason sprinkled cleanser onto the painting.
385,Rebecca sprinkled the letterthe cloth with cleanser.,1,Rebecca sprinkled cleanser onto the letterthe cloth.
386,Jessica rubbed the paper with paint.,1,Jessica rubbed paint onto the paper.
387,Christopher rubbed the painting with paint.,1,Christopher rubbed paint onto the painting.
388,Nicole rubbed the letterthe cloth with paint.,1,Nicole rubbed paint onto the letterthe cloth.
389,James rubbed the paper with water.,1,James rubbed water onto the paper.
390,Elizabeth rubbed the painting with water.,1,Elizabeth rubbed water onto the painting.
391,James rubbed the letterthe cloth with water.,1,James rubbed water onto the letterthe cloth.
392,Elizabeth rubbed the paper with perfume.,1,Elizabeth rubbed perfume onto the paper.
393,Rebecca rubbed the painting with perfume.,1,Rebecca rubbed perfume onto the painting.
394,James rubbed the letterthe cloth with perfume.,1,James rubbed perfume onto the letterthe cloth.
395,Kelly rubbed the paper with alcohol.,1,Kelly rubbed alcohol onto the paper.
396,Rebecca rubbed the painting with alcohol.,1,Rebecca rubbed alcohol onto the painting.
397,Rebecca rubbed the letterthe cloth with alcohol.,1,Rebecca rubbed alcohol onto the letterthe cloth.
398,Rebecca rubbed the paper with fire retardant.,1,Rebecca rubbed fire retardant onto the paper.
399,Nicole rubbed the painting with fire retardant.,1,Nicole rubbed fire retardant onto the painting.
400,Elizabeth rubbed the letterthe cloth with fire retardant.,1,Elizabeth rubbed fire retardant onto the letterthe cloth.
401,Elizabeth rubbed the paper with cleanser.,1,Elizabeth rubbed cleanser onto the paper.
402,Kelly rubbed the painting with cleanser.,1,Kelly rubbed cleanser onto the painting.
403,Jessica rubbed the letterthe cloth with cleanser.,1,Jessica rubbed cleanser onto the letterthe cloth.
404,James squirted the paper with paint.,1,James squirted paint onto the paper.
405,Elizabeth squirted the painting with paint.,1,Elizabeth squirted paint onto the painting.
406,Kelly squirted the letterthe cloth with paint.,1,Kelly squirted paint onto the letterthe cloth.
407,Jason squirted the paper with water.,1,Jason squirted water onto the paper.
408,Michael squirted the painting with water.,1,Michael squirted water onto the painting.
409,Nicole squirted the letterthe cloth with water.,1,Nicole squirted water onto the letterthe cloth.
410,Nicole squirted the paper with perfume.,1,Nicole squirted perfume onto the paper.
411,Kelly squirted the painting with perfume.,1,Kelly squirted perfume onto the painting.
412,Jason squirted the letterthe cloth with perfume.,1,Jason squirted perfume onto the letterthe cloth.
413,Nicole squirted the paper with alcohol.,1,Nicole squirted alcohol onto the paper.
414,Christopher squirted the painting with alcohol.,1,Christopher squirted alcohol onto the painting.
415,James squirted the letterthe cloth with alcohol.,1,James squirted alcohol onto the letterthe cloth.
416,Elizabeth squirted the paper with fire retardant.,1,Elizabeth squirted fire retardant onto the paper.
417,Michael squirted the painting with fire retardant.,1,Michael squirted fire retardant onto the painting.
418,Rebecca squirted the letterthe cloth with fire retardant.,1,Rebecca squirted fire retardant onto the letterthe cloth.
419,Rebecca squirted the paper with cleanser.,1,Rebecca squirted cleanser onto the paper.
420,Michael squirted the painting with cleanser.,1,Michael squirted cleanser onto the painting.
421,Jason squirted the letterthe cloth with cleanser.,1,Jason squirted cleanser onto the letterthe cloth.
422,Elizabeth hung the bed with the blanket.,1,Elizabeth hung the blanket over the bed.
423,Jessica hung the armchair with the blanket.,1,Jessica hung the blanket over the armchair.
424,Rebecca hung the couch with the blanket.,1,Rebecca hung the blanket over the couch.
425,Christopher hung the bed with the towel.,1,Christopher hung the towel over the bed.
426,David hung the armchair with the towel.,1,David hung the towel over the armchair.
427,Nicole hung the couch with the towel.,1,Nicole hung the towel over the couch.
428,Rebecca hung the bed with the bedspread.,1,Rebecca hung the bedspread over the bed.
429,Elizabeth hung the armchair with the bedspread.,1,Elizabeth hung the bedspread over the armchair.
430,Kelly hung the couch with the bedspread.,1,Kelly hung the bedspread over the couch.
431,Christopher draped the bed with the blanket.,1,Christopher draped the blanket over the bed.
432,Nicole draped the armchair with the blanket.,1,Nicole draped the blanket over the armchair.
433,Nicole draped the couch with the blanket.,1,Nicole draped the blanket over the couch.
434,James draped the bed with the towel.,1,James draped the towel over the bed.
435,Jessica draped the armchair with the towel.,1,Jessica draped the towel over the armchair.
436,Elizabeth draped the couch with the towel.,1,Elizabeth draped the towel over the couch.
437,Jason draped the bed with the bedspread.,1,Jason draped the bedspread over the bed.
438,Michael draped the armchair with the bedspread.,1,Michael draped the bedspread over the armchair.
439,Kelly draped the couch with the bedspread.,1,Kelly draped the bedspread over the couch.
440,David adorned the city with flowers.,0,David adorned flowers on the city.
441,Kelly adorned the kingdom with flowers.,0,Kelly adorned flowers on the kingdom.
442,Kelly adorned the palace with flowers.,0,Kelly adorned flowers on the palace.
443,James adorned the theater with flowers.,0,James adorned flowers on the theater.
444,Kelly adorned the staircase with flowers.,0,Kelly adorned flowers on the staircase.
445,Nicole adorned the city with gems.,0,Nicole adorned gems on the city.
446,Rebecca adorned the kingdom with gems.,0,Rebecca adorned gems on the kingdom.
447,Elizabeth adorned the palace with gems.,0,Elizabeth adorned gems on the palace.
448,Kelly adorned the theater with gems.,0,Kelly adorned gems on the theater.
449,James adorned the staircase with gems.,0,James adorned gems on the staircase.
450,Christopher adorned the city with decorations.,0,Christopher adorned decorations on the city.
451,Nicole adorned the kingdom with decorations.,0,Nicole adorned decorations on the kingdom.
452,James adorned the palace with decorations.,0,James adorned decorations on the palace.
453,James adorned the theater with decorations.,0,James adorned decorations on the theater.
454,David adorned the staircase with decorations.,0,David adorned decorations on the staircase.
455,James adorned the city with christmas lights.,0,James adorned christmas lights on the city.
456,Jessica adorned the kingdom with christmas lights.,0,Jessica adorned christmas lights on the kingdom.
457,Kelly adorned the palace with christmas lights.,0,Kelly adorned christmas lights on the palace.
458,David adorned the theater with christmas lights.,0,David adorned christmas lights on the theater.
459,Kelly adorned the staircase with christmas lights.,0,Kelly adorned christmas lights on the staircase.
460,David adorned the city with streamers.,0,David adorned streamers on the city.
461,Kelly adorned the kingdom with streamers.,0,Kelly adorned streamers on the kingdom.
462,James adorned the palace with streamers.,0,James adorned streamers on the palace.
463,Elizabeth adorned the theater with streamers.,0,Elizabeth adorned streamers on the theater.
464,Christopher adorned the staircase with streamers.,0,Christopher adorned streamers on the staircase.
465,Jason decorated the city with flowers.,0,Jason decorated flowers on the city.
466,Michael decorated the kingdom with flowers.,0,Michael decorated flowers on the kingdom.
467,David decorated the palace with flowers.,0,David decorated flowers on the palace.
468,Elizabeth decorated the theater with flowers.,0,Elizabeth decorated flowers on the theater.
469,Jason decorated the staircase with flowers.,0,Jason decorated flowers on the staircase.
470,James decorated the city with gems.,0,James decorated gems on the city.
471,Nicole decorated the kingdom with gems.,0,Nicole decorated gems on the kingdom.
472,Jason decorated the palace with gems.,0,Jason decorated gems on the palace.
473,Christopher decorated the theater with gems.,0,Christopher decorated gems on the theater.
474,Nicole decorated the staircase with gems.,0,Nicole decorated gems on the staircase.
475,Christopher decorated the city with decorations.,0,Christopher decorated decorations on the city.
476,Elizabeth decorated the kingdom with decorations.,0,Elizabeth decorated decorations on the kingdom.
477,Kelly decorated the palace with decorations.,0,Kelly decorated decorations on the palace.
478,Jessica decorated the theater with decorations.,0,Jessica decorated decorations on the theater.
479,Michael decorated the staircase with decorations.,0,Michael decorated decorations on the staircase.
480,James decorated the city with christmas lights.,0,James decorated christmas lights on the city.
481,Rebecca decorated the kingdom with christmas lights.,0,Rebecca decorated christmas lights on the kingdom.
482,Jason decorated the palace with christmas lights.,0,Jason decorated christmas lights on the palace.
483,Nicole decorated the theater with christmas lights.,0,Nicole decorated christmas lights on the theater.
484,Jessica decorated the staircase with christmas lights.,0,Jessica decorated christmas lights on the staircase.
485,David decorated the city with streamers.,0,David decorated streamers on the city.
486,Kelly decorated the kingdom with streamers.,0,Kelly decorated streamers on the kingdom.
